precinct,address,lon,lat
Precinct01,85 s st,-74.00443845540735,40.70585990337313
Precinct01,18 vesey st,-74.00937225006042,40.71198901293516
Precinct01,117 beekman st,-74.00339892555343,40.70772656486162
Precinct01,195 bway,-74.0097621825664,40.71085165754452
Precinct01,90 william st,-74.00747292343588,40.708079131818906
Precinct01,100 wall st,-74.00675214923653,40.70524650342711
Precinct01,115 s st,-74.00174397322075,40.70727458315572
Precinct01,10 s st,-74.01177681484897,40.70089625728283
Precinct01,72 wall st,-74.00790176932438,40.70596275599902
Precinct01,345 canal st,-74.00342223604886,40.720841992032035
Precinct01,70 battery pl,-74.01696176682583,40.70697594701054
Precinct01,355 w bway,-74.00301296520313,40.72284415647581
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,129 front st,-74.00606584174426,40.70510149770611
Precinct01,160 bway,-74.00975776135483,40.70930159198711
Precinct01,307 canal st,-74.00213499468326,40.72000359819823
Precinct01,22 cortlat st,-74.0104970916793,40.71046563386403
Precinct01,50 bway,-74.01243909561965,40.706232844031256
Precinct01,120 bway,-74.01051815640174,40.70821938870983
Precinct01,107 greene st,-73.99988385561055,40.724740277238496
Precinct01,112 prince st,-73.99965836428204,40.72496302306783
Precinct01,10 leona st,-74.00825635989851,40.71858318841354
Precinct01,211 n e ave,-74.01545797913776,40.716285660948024
Precinct01,39 vestry st,-74.00917466755499,40.72252476155872
Precinct01,30 w bway,-74.01117085175632,40.71377868298011
Precinct01,11 vaam st,-74.00418747262873,40.72651898189028
Precinct01,17 vaam st,-74.0044495081876,40.72654438854978
Precinct01,119 baxter st,-73.99880239403836,40.71789365738431
Precinct01,176 bway,-74.00950382576615,40.709832056766906
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,320 albany st,-74.01756908819873,40.710107532556144
Precinct01,160 varick st,-74.00521533967141,40.72673698794618
Precinct01,32 ompson st,-74.00389193402336,40.72301205570282
Precinct01,w bway,-74.00708256454963,40.71795382926313
Precinct01,394 bway,-74.00227325649365,40.71829446154176
Precinct01,145 hudson st,-74.00868465716398,40.721074575267764
Precinct01,60 white st,-74.00348261911017,40.71847954676014
Precinct01,59 ompson st,-74.00349686398336,40.724208289523695
Precinct01,52 william st,-74.0089154814975,40.70671162276262
Precinct01,149 wooster st,-73.99967111577948,40.726256871053096
Precinct01,175 water st,-74.0051286459306,40.70636165725159
Precinct01,21 s e ave,-74.01811686400602,40.70831323176949
Precinct01,42 bway,-74.01259361543678,40.70598917823111
Precinct01,129 front st,-74.00606584174426,40.70510149770611
Precinct01,354 bway,-74.00344781595768,40.7169141954844
Precinct01,52 bway,-74.01227279327941,40.70648528008326
Precinct01,120 church st,-74.00950747570856,40.713792175380796
Precinct01,30 vaam st,-74.00497814481503,40.726138140985654
Precinct01,99 battery pl,-74.01659321056007,40.70762446611686
Precinct01,27 vaam st,-74.00484919490462,40.726583140069515
Precinct01,142 fulton st,-74.00849837424484,40.7103420854838
Precinct01,1 whitehall st,-74.01275643203721,40.703808818739276
Precinct01,101 barclay st,-74.01223238271075,40.71450999848113
Precinct01,200 rector pl,-74.01639785001868,40.708471164592524
Precinct01,437 washington st,-74.01012617707173,40.7233008779507
Precinct01,251 water st,-74.00207698411155,40.70804336093043
Precinct01,5 mercer st,-74.00244893479464,40.72044659971156
Precinct01,24 harrison st,-74.0099706483109,40.718909404292326
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,40 fulton st,-74.00475056815982,40.70788236513093
Precinct01,233 bway,-74.00832742660046,40.71245752346233
Precinct01,546 bway,-73.9978578262935,40.72333540697046
Precinct01,73 ompson st,-74.00316215422757,40.72459515498714
Precinct01,112 hudson st,-74.00836011445102,40.7195681951414
Precinct01,126 pearl st,-74.00859458580616,40.70480844026415
Precinct01,20 vesey st,-74.00952587162753,40.71204924562766
Precinct01,489 broome st,-74.0027310152486,40.72293899292427
Precinct01,40 exchange pl,-74.01028601608802,40.705687626719595
Precinct01,10 liberty st,-74.00819129025304,40.707364318425604
Precinct01,39 vestry st,-74.00917466755499,40.72252476155872
Precinct01,110 reade st,-74.00846449781812,40.71603869251336
Precinct01,28 liberty st,-74.00912350042525,40.70776985982453
Precinct01,175 water st,-74.0051286459306,40.70636165725159
Precinct01,10 barclay st,-74.00914144247912,40.71221840162649
Precinct01,54 white st,-74.00370763315553,40.71857725754747
Precinct01,146 reade st,-74.00997082771676,40.716737826184065
Precinct01,18 mercer st,-74.00180576213943,40.720510853156256
Precinct01,125 broad st,-74.01060556143577,40.70226757084253
Precinct01,407 bway,-74.00254775407672,40.71905565779903
Precinct01,225 rector pl,-74.015944300279,40.70950128616225
Precinct01,130 fulton st,-74.00807433780149,40.71021726609291
Precinct01,96 spring st,-73.99949258930901,40.72318623202336
Precinct01,408 bway,-74.00181263999501,40.718787082594254
Precinct01,w bway,-74.00577294588513,40.720248623931326
Precinct01,85 broad st,-74.01105205657616,40.70399260659261
Precinct01,200 spring st,-74.00340958194606,40.72496061646875
Precinct01,350 w bway,-74.00369406401487,40.722825494409086
Precinct01,183 varick st,-74.00592062737361,40.72772750665092
Precinct01,35 ann st,-74.00718273361534,40.710596208620125
Precinct01,457 broome st,-74.00111802278722,40.72215157660589
Precinct01,140 bway,-74.01011408908299,40.70865064997348
Precinct01,111 church st,-74.00882938005697,40.71346256412991
Precinct01,160 pearl st,-74.00747236760776,40.70572267676015
Precinct01,225 rector pl,-74.015944300279,40.70950128616225
Precinct01,15 park row,-74.0077904802228,40.71117542114684
Precinct01,184 prince st,-74.00215320840006,40.726284299421195
Precinct01,148 chambers st,-74.00991983204806,40.715609446044134
Precinct01,228 w bway,-74.00643681809866,40.7195369925324
Precinct01,11 park pl,-74.00822528699389,40.713162826065464
Precinct01,72 wall st,-74.00790176932438,40.70596275599902
Precinct01,521 broome st,-74.00400543626148,40.723667381685694
Precinct01,14 vesey st,-74.00921799111389,40.711918089464326
Precinct01,63 wall st,-74.0087746409463,40.70562938663013
Precinct01,90 broad st,-74.01194943314113,40.703806904483336
Precinct01,10 barclay st,-74.00914144247912,40.71221840162649
Precinct01,311 church st,-74.00391227069139,40.71961807522529
Precinct01,5 beekman st,-74.00695998627467,40.71114553190772
Precinct01,530 bway,-73.99834479141401,40.7230728650921
Precinct01,233 spring st,-74.0047508354954,40.7259154810664
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,26 ann st,-74.007961799615,40.710635827777374
Precinct01,64 fulton st,-74.00534926450037,40.70873164269652
Precinct01,130 prince st,-74.00050656762596,40.72533876601868
Precinct01,349 greenwich st,-74.0101021459539,40.718562707833016
Precinct01,261 hudson st,-74.00807292141712,40.72517019390275
Precinct01,130 water st,-74.00724248038688,40.70577539612913
Precinct01,44 beaver st,-74.01078121422123,40.70490470589855
Precinct01,597 bway,-73.99747283562516,40.72531137600333
Precinct01,121 greene st,-73.99928246526068,40.7254541363365
Precinct01,154 reade st,-74.01029158773562,40.71686305705176
Precinct01,156 chambers st,-74.01022598943055,40.71574840594541
Precinct01,160 varick st,-74.00521533967141,40.72673698794618
Precinct01,72 mercer st,-73.99993721059693,40.72238785128129
Precinct01,29 mercer st,-74.00194124289409,40.72104722347584
Precinct01,134 reade st,-74.00955579876047,40.71652797622491
Precinct01,111 wall st,-74.00699584464681,40.70426609741951
Precinct01,20 vesey st,-74.00952587162753,40.71204924562766
Precinct01,413 w bway,-74.00136917871288,40.724775617679924
Precinct01,250 bway,-74.00781005337547,40.71297875981262
Precinct01,21 w st,-74.01553262849947,40.706383300180455
Precinct01,142 duane st,-74.00785160113061,40.716060718586796
Precinct01,25 broad st,-74.01076559977543,40.70592113338994
Precinct01,20 charlton st,-74.00409984624117,40.72679290133145
Precinct01,65 greene st,-74.001155235638,40.7232370485644
Precinct01,35 vestry st,-74.00890428017122,40.7224852214645
Precinct01,12 harrison st,-74.00951539066807,40.71891849526129
Precinct01,60 pearl st,-74.011086783105,40.703442365626266
Precinct01,30 charlton st,-74.00445337838745,40.726827183358665
Precinct01,80 warren st,-74.01017134459597,40.715432707408226
Precinct01,110 wall st,-74.00635177991482,40.704910977825335
Precinct01,40 broad st,-74.011786643449,40.706021408776
Precinct01,201 warren st,-74.01367991941473,40.71714844616441
Precinct01,133 mercer st,-73.99897917035798,40.72446587949103
Precinct01,117 sullivan st,-74.00244322096833,40.72600329723392
Precinct01,450 greenwich st,-74.00983292868533,40.72327159077662
Precinct01,75 gra st,-74.0026557492838,40.72161390513807
Precinct01,15 cliff st,-74.00563371392072,40.708373865473
Precinct01,413 w bway,-74.00136917871288,40.724775617679924
Precinct01,62 william st,-74.00846979409478,40.7070978776215
Precinct01,250 vesey st,-74.01588050782776,40.7140321027734
Precinct01,116 duane st,-74.00676897843407,40.71557077419325
Precinct01,57 gra st,-74.00360753485725,40.72211595701998
Precinct01,111 wor st,-74.00349146975712,40.71605712573225
Precinct01,70 battery pl,-74.01770238373908,40.707301522152214
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,110 ompson st,-74.00168678920427,40.72569508601463
Precinct01,455 n e ave,-74.0145430409644,40.71752112669132
Precinct01,253 bway,-74.00740831531327,40.713434088570445
Precinct01,w bway,-74.00708256454963,40.71795382926313
Precinct01,62 william st,-74.00846979409478,40.7070978776215
Precinct01,125 barclay st,-74.01295147312952,40.714575051301374
Precinct01,455 n e ave,-74.0145430409644,40.71752112669132
Precinct01,25 bway,-74.01399971052108,40.705761929641504
Precinct01,90 washington st,-74.01484697085267,40.708073911800085
Precinct01,333 hudson st,-74.00768693699798,40.72713454081787
Precinct01,196 spring st,-74.0032790086784,40.72497964988101
Precinct01,458 broome st,-74.00076166703498,40.722506735856015
Precinct01,60 gra st,-74.00332602108548,40.72240357129136
Precinct01,176 church st,-74.0076504424511,40.715671363789895
Precinct01,129 fulton st,-74.00738778399362,40.71032976548912
Precinct01,120 bway,-74.01051815640174,40.70821938870983
Precinct01,199 water st,-74.0043697530855,40.70686176385992
Precinct01,125 fulton st,-74.00716015873303,40.7102157934756
Precinct01,454 broome st,-74.0006030349805,40.722427652963184
Precinct01,10 barclay st,-74.00914144247912,40.71221840162649
Precinct01,20 greene st,-74.00244456136566,40.72097691190318
Precinct01,139 wooster st,-74.00010111324828,40.725925448399146
Precinct01,69 murray st,-74.01030457766102,40.7147219693398
Precinct01,120 church st,-74.00950747570856,40.713792175380796
Precinct01,43 wooster st,-74.00270754608671,40.72268244933875
Precinct01,349 greenwich st,-74.0101021459539,40.718562707833016
Precinct01,31 renwick st,-74.00866218998259,40.725221535844675
Precinct01,90 church st,-74.01064064000369,40.71273486926276
Precinct01,200 bway,-74.00896902592783,40.710399394819405
Precinct01,48 warren st,-74.00880513494883,40.71480952015911
Precinct01,120 bway,-74.01051815640174,40.70821938870983
Precinct01,108 w houston st,-74.00055189213313,40.727558564056785
Precinct01,430 w bway,-74.00146999713652,40.72552383837521
Precinct01,195 bway,-74.0097621825664,40.71085165754452
Precinct01,149 franklin st,-74.00775767125644,40.71902598765704
Precinct01,120 church st,-74.00950747570856,40.713792175380796
Precinct01,450 bway,-74.00066796697942,40.720323502679605
Precinct01,150 bway,-74.01007229444349,40.70918120690062
Precinct01,133 mercer st,-73.99897917035798,40.72446587949103
Precinct01,305 bway,-74.00559979620604,40.71553165972312
Precinct01,10 barclay st,-74.00914144247912,40.71221840162649
Precinct01,275 greenwich st,-74.01092184678303,40.71517305461647
Precinct01,59 liberty st,-74.00965772586996,40.708990307579455
Precinct01,190 hester st,-73.99849602613982,40.71813533646967
Precinct01,103 greene st,-74.0000298114594,40.72456735928652
Precinct01,59 liberty st,-74.00965772586996,40.708990307579455
Precinct01,40 charlton st,-74.00484090796121,40.72686476112834
Precinct01,191 spring st,-74.00292177071186,40.72529053203795
Precinct01,20 exchange pl,-74.00956756625557,40.70546116305426
Precinct01,133 john st,-74.00498754194481,40.70717529073657
Precinct01,405 greenwich st,-74.00966276356054,40.721052248799644
Precinct01,111 bway,-74.0116373200519,40.708713768526735
Precinct01,83 mercer st,-74.00029906531985,40.722980600054356
Precinct01,23 park pl,-74.00862659594598,40.71335468690578
Precinct01,15 park row,-74.0077904802228,40.71117542114684
Precinct01,85 s st,-74.00443845540735,40.70585990337313
Precinct01,32 ompson st,-74.00389193402336,40.72301205570282
Precinct01,222 bway,-74.00838747586933,40.71087280571103
Precinct01,46 trinity pl,-74.01340307622496,40.70766769630587
Precinct01,55 walker st,-74.00338522923178,40.71878088803742
Precinct01,35 ann st,-74.00718273361534,40.710596208620125
Precinct01,25 park pl,-74.00873761643571,40.713387261999095
Precinct01,253 bway,-74.00740831531327,40.713434088570445
Precinct01,44 beaver st,-74.01078121422123,40.70490470589855
Precinct01,88 broad st,-74.0118620372462,40.704106773087254
Precinct01,55 hudson st,-74.00930923890533,40.71774467845737
Precinct01,133 john st,-74.00498754194481,40.70717529073657
Precinct01,w bway,-74.00708256454963,40.71795382926313
Precinct01,325 bway,-74.00496960567608,40.716230578765725
Precinct01,47 greene st,-74.00199161215265,40.72224845096567
Precinct01,5 beekman st,-74.00695998627467,40.71114553190772
Precinct01,20 vesey st,-74.00952587162753,40.71204924562766
Precinct01,363 greenwich st,-74.00997089287141,40.71915588921146
Precinct01,31 harrison st,-74.01096909873002,40.71869187747339
Precinct01,33 whitehall st,-74.01267997741384,40.70338532052053
Precinct01,90 church st,-74.01064064000369,40.71273486926276
Precinct01,399 washington st,-74.0104021365473,40.72171840654939
Precinct01,120 fulton st,-74.00756868408037,40.70991300044915
Precinct01,625 bway,-73.99675390400303,40.72616384498177
Precinct01,363 greenwich st,-74.00997089287141,40.71915588921146
Precinct01,21 mercer st,-74.00212227219905,40.72083305792151
Precinct01,119 fulton st,-74.00693370529622,40.710100712187206
Precinct01,125 fulton st,-74.00716015873303,40.7102157934756
Precinct01,222 bway,-74.00838747586933,40.71087280571103
Precinct01,70 battery pl,-74.01696176682583,40.70697594701054
Precinct01,123 washington st,-74.01371158074596,40.709161470100064
Precinct01,67 greene st,-74.0011136666029,40.72329828954112
Precinct01,15 park row,-74.0077904802228,40.71117542114684
Precinct01,32 pearl st,-74.01229842194569,40.703121351666226
Precinct01,10 liberty st,-74.00819129025304,40.707364318425604
Precinct01,96 spring st,-73.99949258930901,40.72318623202336
Precinct01,98 greene st,-73.9997312406657,40.72417499263043
Precinct01,363 greenwich st,-74.00997089287141,40.71915588921146
Precinct01,10 leona st,-74.00825635989851,40.71858318841354
Precinct01,w bway,-74.00577294588513,40.720248623931326
Precinct01,32 ompson st,-74.00389193402336,40.72301205570282
Precinct01,225 rector pl,-74.015944300279,40.70950128616225
Precinct01,1 whitehall st,-74.01275643203721,40.703808818739276
Precinct01,295 church st,-74.00434415334068,40.71912964175328
Precinct01,77 water st,-74.0081967032232,40.70422791303424
Precinct01,28 liberty st,-74.00912350042525,40.70776985982453
Precinct01,64 fulton st,-74.00534926450037,40.70873164269652
Precinct01,437 washington st,-74.01012617707173,40.7233008779507
Precinct01,25 broad st,-74.01076559977543,40.70592113338994
Precinct01,125 sullivan st,-74.00229153626528,40.72625678905407
Precinct01,357 w bway,-74.00299502789724,40.722905600765436
Precinct01,166 william st,-74.0055802223535,40.71016824679887
Precinct01,17 park pl,-74.00838650947466,40.7132454061161
Precinct01,142 duane st,-74.00785160113061,40.716060718586796
Precinct01,311 greenwich st,-74.01052053546906,40.71657148877072
Precinct01,43 ave c,-73.98061286538767,40.722158304749954
Precinct01,w bway,-74.00577294588513,40.720248623931326
Precinct01,109 spring st,-73.99966543472729,40.72370226430776
Precinct01,460 w bway,-74.00069165940864,40.72639494331374
Precinct01,152 franklin st,-74.00787553761201,40.71942190959919
Precinct01,140 bway,-74.01011408908299,40.70865064997348
Precinct01,50 park pl,-74.01013454280566,40.713287139129456
Precinct01,295 greenwich st,-74.01074646364302,40.71586581696649
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,129 front st,-74.00606584174426,40.70510149770611
Precinct01,2 gold st,-74.00693105980605,40.70741167815573
Precinct01,211 w bway,-74.00622507956966,40.718895668832246
Precinct01,120 church st,-74.00950747570856,40.713792175380796
Precinct01,122 spring st,-74.0002979964571,40.723601558199015
Precinct01,21 s e ave,-74.01811686400602,40.70831323176949
Precinct01,455 n e ave,-74.0145430409644,40.71752112669132
Precinct01,129 front st,-74.00606584174426,40.70510149770611
Precinct01,125 barclay st,-74.01295147312952,40.714575051301374
Precinct01,33 whitehall st,-74.01267997741384,40.70338532052053
Precinct01,111 church st,-74.00882938005697,40.71346256412991
Precinct01,174 bway,-74.00972802454697,40.70979739460808
Precinct01,5 beekman st,-74.00695998627467,40.71114553190772
Precinct01,45 bway,-74.0132654761068,40.7065436094171
Precinct01,125 broad st,-74.01060556143577,40.70226757084253
Precinct01,295 church st,-74.00434415334068,40.71912964175328
Precinct01,63 wall st,-74.0087746409463,40.70562938663013
Precinct01,21 dey st,-74.01077540798796,40.71059611305212
Precinct01,115 wooster st,-74.00070976300788,40.725131294903754
Precinct01,45 lispena st,-74.00301192016879,40.71977441078047
Precinct01,144 fulton st,-74.0085794128432,40.71038307039267
Precinct01,20 charlton st,-74.00409984624117,40.72679290133145
Precinct01,20 charlton st,-74.00409984624117,40.72679290133145
Precinct01,2 gold st,-74.00693105980605,40.70741167815573
Precinct01,138 fulton st,-74.00834595634126,40.710264997092956
Precinct01,80 broad st,-74.01184959972485,40.70431142653802
Precinct01,75 warren st,-74.01029161926748,40.71501097329632
Precinct01,58 omas st,-74.00728652732212,40.71659672802663
Precinct01,315 church st,-74.00377537361105,40.71977312711565
Precinct01,21 s e ave,-74.01811686400602,40.70831323176949
Precinct01,176 bway,-74.00950382576615,40.709832056766906
Precinct01,w bway,-74.00577294588513,40.720248623931326
Precinct01,64 fulton st,-74.00534926450037,40.70873164269652
Precinct01,16 hudson st,-74.00886360130146,40.71646875688873
Precinct01,60 wall st,-74.00850393134112,40.706242901103295
Precinct01,28 liberty st,-74.00912350042525,40.70776985982453
Precinct01,71 murray st,-74.01042255210905,40.71477569667585
Precinct01,150 reade st,-74.01013427819844,40.716791971212174
Precinct01,110 wall st,-74.00635177991482,40.704910977825335
Precinct01,44 king st,-74.00447887263209,40.72756335703851
Precinct01,170 john st,-74.004279278622775,40.7059099733082
Precinct01,2 s e ave,-74.01724335559605,40.70792321794735
Precinct01,125 barclay st,-74.01295147312952,40.714575051301374
Precinct01,63 wall st,-74.0087746409463,40.70562938663013
Precinct01,160 bway,-74.00975776135483,40.70930159198711
Precinct01,1 whitehall st,-74.01275643203721,40.703808818739276
Precinct01,59 liberty st,-74.00965772586996,40.708990307579455
Precinct01,28 liberty st,-74.00912350042525,40.70776985982453
Precinct01,475 bway,-74.0006824594523,40.72152322521869
Precinct01,128 wooster st,-74.00006026910296,40.72524317612247
Precinct01,147 wooster st,-73.99976799137954,40.7261424659756
Precinct01,5 mercer st,-74.00244893479464,40.72044659971156
Precinct01,165 front st,-74.00477648126835,40.705969934485346
Precinct01,1 whitehall st,-74.01275643203721,40.703808818739276
Precinct01,2 gold st,-74.00693105980605,40.70741167815573
Precinct01,1 s st,-74.01438464711964,40.70094117347402
Precinct01,255 hudson st,-74.008185331382,40.724706716364366
Precinct01,20 beaver st,-74.0122888746858,40.70482074417828
Precinct01,315 church st,-74.00377537361105,40.71977312711565
Precinct01,160 bway,-74.00975776135483,40.70930159198711
Precinct01,182 bway,-74.00936994422645,40.710021667504996
Precinct01,22 cortlat st,-74.0104970916793,40.71046563386403
Precinct01,90 trinity pl,-74.0124647222511,40.70897156514119
Precinct01,90 w st,-74.01425598150831,40.70999233191091
Precinct01,462 greenwich st,-74.00972711682171,40.723857018029065
Precinct01,129 spring st,-74.00041800431597,40.72404931723776
Precinct01,31 renwick st,-74.00866218998259,40.725221535844675
Precinct01,64 fulton st,-74.00534926450037,40.70873164269652
Precinct01,23 ompson st,-74.00446689934174,40.723071654050756
Precinct01,11 park pl,-74.00822528699389,40.713162826065464
Precinct01,110 wall st,-74.00635177991482,40.704910977825335
Precinct01,110 sullivan st,-74.00307822259389,40.72599445578383
Precinct01,472 greenwich st,-74.00963824497182,40.724368493830184
Precinct01,67 greene st,-74.0011136666029,40.72329828954112
Precinct01,101 barclay st,-74.01223238271075,40.71450999848113
Precinct01,125 barclay st,-74.01295147312952,40.714575051301374
Precinct01,105 broad st,-74.01135006945582,40.70317240072307
Precinct01,28 liberty st,-74.00912350042525,40.70776985982453
Precinct01,100 bway,-74.01111790192395,40.70796719727864
Precinct01,170 bway,-74.00983022269493,40.70953170998575
Precinct01,142 duane st,-74.00785160113061,40.716060718586796
Precinct01,32 ompson st,-74.00389193402336,40.72301205570282
Precinct01,100 wooster st,-74.0006011318046,40.72435324692992
Precinct01,44 gra st,-74.00403405253383,40.722702690022096
Precinct01,70 battery pl,-74.01770238373908,40.707301522152214
Precinct01,273 church st,-74.00485988708814,40.71841577337402
Precinct01,85 leona st,-74.004694207829,40.717457291853556
Precinct01,67 murray st,-74.01022192323495,40.71468432624686
Precinct01,77 franklin st,-74.00452649842386,40.71771123298368
Precinct01,17 vaam st,-74.0044495081876,40.72654438854978
Precinct01,140 bway,-74.01011408908299,40.70865064997348
Precinct01,9 white st,-74.00576117679483,40.71904404442077
Precinct01,129 front st,-74.00606584174426,40.70510149770611
Precinct01,319 bway,-74.00519763566378,40.715959070966
Precinct01,140 bway,-74.01011408908299,40.70865064997348
Precinct01,53 n moore st,-74.00885843750866,40.720312143405806
Precinct01,110 wall st,-74.00635177991482,40.704910977825335
Precinct01,5 beekman st,-74.00695998627467,40.71114553190772
Precinct01,173 spring st,-74.00225222753451,40.72498080535785
Precinct01,120 bway,-74.01051815640174,40.70821938870983
Precinct01,20 king st,-74.00355381217514,40.72747773912971
Precinct01,96 spring st,-73.99949258930901,40.72318623202336
Precinct01,67 sullivan st,-74.003822791482,40.724341836521134
Precinct01,25 park pl,-74.00873761643571,40.713387261999095
Precinct01,89 franklin st,-74.00497365824624,40.71787721386252
Precinct01,132 nassau st,-74.00650464706602,40.71092894269297
Precinct01,126 pearl st,-74.00859458580616,40.70480844026415
Precinct01,299 bway,-74.00590757029582,40.71517952215338
Precinct01,40 fulton st,-74.00475056815982,40.70788236513093
Precinct01,552 bway,-73.99777423645196,40.723602824974584
